STAGE,DATASET,ROI,ROI_T,HPF,ANG,ANG_CORR,IL_ANG,DEG_IL,DEG_IL_CORR,DEG_IL_CORR-2,REGION,NOTES,,,,,,,,,,,,,,,
50,WT2,2,2,,-30.256,149.744,154.378,4.634,4.634,4.634,A,,,,,,,,,,,,,,,,
50,WT2,3,1,,25.974,25.974,154.378,128.404,128.404,128.404,P,,,,,,,,,,,,,,,,
50,WT2,4,3,,133.315,133.315,154.378,21.063,21.063,21.063,P,,,,,,,,,,,,,,,,
50,WT2,5,3,,-29.358,150.642,154.378,3.736,3.736,3.736,P,,,,,,,,,,,,,,,,
50,WT2,6,4,,-47.816,132.184,154.378,22.194,22.194,22.194,P,,,,,,,,,,,,,,,,
50,WT2,7,4,,-43.493,136.507,154.378,17.871,17.871,17.871,P,,,,,,,,,,,,,,,,
50,WT2,8,4,,-141.34,38.66,154.378,115.718,115.718,115.718,P,,,,,,,,,,,,,,,,
50,WT2,9,4,,-57.339,122.661,154.378,31.717,31.717,31.717,A,,,,,,,,,,,,,,,,
50,WT2,10,4,,11.113,11.113,154.378,143.265,143.265,143.265,P,,,,,,,,,,,,,,,,
50,WT2,11,4,,-8.881,171.119,154.378,-16.741,163.259,163.259,P,,,,,,,,,,,,,,,,
50,WT2,12,5,,-78.518,101.482,154.378,52.896,52.896,52.896,P,,,,,,,,,,,,,,,,
50,WT2,13,5,,-82.875,97.125,154.378,57.253,57.253,57.253,P,,,,,,,,,,,,,,,,
50,WT2,14,7,,-107.021,72.979,154.378,81.399,81.399,81.399,P,,,,,,,,,,,,,,,,
50,WT2,15,6,,-88.939,91.061,154.378,63.317,63.317,63.317,P,,,,,,,,,,,,,,,,
50,WT2,16,9,,35.272,35.272,162.79,127.518,127.518,127.518,P,,,,,,,,,,,,,,,,
50,WT2,17,9,,-74.578,105.422,162.79,57.368,57.368,57.368,P,,,,,,,,,,,,,,,,
50,WT2,18,8,,-61.26,118.74,162.79,44.05,44.05,44.05,A,,,,,,,,,,,,,,,,
50,WT2,19,10,,-71.94,108.06,162.79,54.73,54.73,54.73,P,,,,,,,,,,,,,,,,
50,WT2,20,11,,-90,90,162.79,72.79,72.79,72.79,IL-A,,,,,,,,,,,,,,,,
50,WT2,21,11,,-133.315,46.685,162.79,116.105,116.105,116.105,A,,,,,,,,,,,,,,,,
50,WT2,22,11,,-101.31,78.69,162.79,84.1,84.1,84.1,A,,,,,,,,,,,,,,,,
50,WT2,23,10,,-18.886,161.114,162.79,1.676,1.676,1.676,A,,,,,,,,,,,,,,,,
50,WT2,24,10,,-42.93,137.07,162.79,25.72,25.72,25.72,P,,,,,,,,,,,,,,,,
50,WT2,25,13,,-102.995,77.005,162.79,85.785,85.785,85.785,A,,,,,,,,,,,,,,,,
50,WT2,26,14,,-46.591,133.409,162.79,29.381,29.381,29.381,A,,,,,,,,,,,,,,,,
50,WT2,27,12,,-76.675,103.325,162.79,59.465,59.465,59.465,A,,,,,,,,,,,,,,,,
50,WT2,28,12,,-83.946,96.054,162.79,66.736,66.736,66.736,P,*Spindle rotated before division,,,,,,,,,,,,,,,
50,WT2,29,14,,23.385,23.385,162.79,139.405,139.405,139.405,P,,,,,,,,,,,,,,,,
50,WT2,30,16,,14.036,14.036,164.787,150.751,150.751,150.751,A,*Spindle rotated before division,,,,,,,,,,,,,,,
50,WT2,31,16,,-59.036,120.964,164.787,43.823,43.823,43.823,A,,,,,,,,,,,,,,,,
50,WT2,32,15,,-64.983,115.017,162.79,47.773,47.773,47.773,P,,,,,,,,,,,,,,,,
50,WT2,33,11,,-95.356,84.644,162.79,78.146,78.146,78.146,A,,,,,,,,,,,,,,,,
50,WT2,34,16,,-57.426,122.574,164.787,42.213,42.213,42.213,P,,,,,,,,,,,,,,,,
50,WT2,35,16,,5.08,5.08,164.787,159.707,159.707,159.707,P,,,,,,,,,,,,,,,,
50,WT2,36,16,,-153.435,26.565,164.787,138.222,138.222,138.222,A,,,,,,,,,,,,,,,,
50,WT2,37,17,,-90,90,164.787,74.787,74.787,74.787,A,,,,,,,,,,,,,,,,
50,WT2,38,17,,-80.272,99.728,164.787,65.059,65.059,65.059,A,,,,,,,,,,,,,,,,
50,WT2,39,15,,-151.39,28.61,162.79,134.18,134.18,134.18,A,,,,,,,,,,,,,,,,
50,WT2,40,15,,-28.443,151.557,162.79,11.233,11.233,11.233,A,,,,,,,,,,,,,,,,
50,WT2,41,14,,-87.955,92.045,162.79,70.745,70.745,70.745,A,*Spindle rotated before division,,,,,,,,,,,,,,,
50,WT2,42,14,,-4.268,175.732,162.79,-12.942,167.058,167.058,A,*Spindle rotated before division,,,,,,,,,,,,,,,
50,WT2,43,13,,-113.962,66.038,162.79,96.752,96.752,96.752,A,,,,,,,,,,,,,,,,
50,WT2,44,13,,12.095,12.095,162.79,150.695,150.695,150.695,P,,,,,,,,,,,,,,,,
50,WT2,45,14,,-88.091,91.909,162.79,70.881,70.881,70.881,A,,,,,,,,,,,,,,,,
50,WT2,46,19,,78.465,78.465,164.787,86.322,86.322,86.322,IL-A,,,,,,,,,,,,,,,,
50,WT2,47,19,,76.675,76.675,164.787,88.112,88.112,88.112,IL-A,,,,,,,,,,,,,,,,
50,WT2,48,19,,-30.466,149.534,164.787,15.253,15.253,15.253,A,,,,,,,,,,,,,,,,
50,WT2,49,19,,-95.947,84.053,164.787,80.734,80.734,80.734,A,,,,,,,,,,,,,,,,
50,WT2,50,20,,-36.529,143.471,164.787,21.316,21.316,21.316,A,,,,,,,,,,,,,,,,
50,WT2,51,17,,-95.194,84.806,164.787,79.981,79.981,79.981,A,,,,,,,,,,,,,,,,
50,WT2,52,17,,-133.363,46.637,164.787,118.15,118.15,118.15,A,,,,,,,,,,,,,,,,
50,WT2,53,17,,57.144,57.144,164.787,107.643,107.643,107.643,A,,,,,,,,,,,,,,,,
50,WT2,54,19,,-45,135,164.787,29.787,29.787,29.787,A,,,,,,,,,,,,,,,,
50,WT2,55,19,,-126.027,53.973,164.787,110.814,110.814,110.814,A,,,,,,,,,,,,,,,,
50,WT2,56,18,,-143.13,36.87,164.787,127.917,127.917,127.917,A,,,,,,,,,,,,,,,,
50,WT2,57,17,,-111.161,68.839,164.787,95.948,95.948,95.948,IL-A,,,,,,,,,,,,,,,,
50,WT2,58,17,,-125.655,54.345,164.787,110.442,110.442,110.442,P,,,,,,,,,,,,,,,,
50,WT2,59,17,,50.964,50.964,164.787,113.823,113.823,113.823,P,,,,,,,,,,,,,,,,
50,WT2,60,21,,80.789,80.789,164.787,83.998,83.998,83.998,IL-A,,,,,,,,,,,,,,,,
50,WT2,61,22,,-145.62,34.38,164.787,130.407,130.407,130.407,IL-A,*Spindle rotated before division,,,,,,,,,,,,,,,
50,WT2,62,23,,-126.469,53.531,164.787,111.256,111.256,111.256,A,,,,,,,,,,,,,,,,
50,WT2,63,22,,50.389,50.389,164.787,114.398,114.398,114.398,IL-A,,,,,,,,,,,,,,,,
50,WT2,64,23,,68.199,68.199,164.787,96.588,96.588,96.588,IL-A,,,,,,,,,,,,,,,,
50,WT2,65,23,,29.745,29.745,164.787,135.042,135.042,135.042,P,,,,,,,,,,,,,,,,
50,WT2,66,23,,-35.538,144.462,164.787,20.325,20.325,20.325,P,,,,,,,,,,,,,,,,
50,WT2,67,21,,-108.886,71.114,164.787,93.673,93.673,93.673,A,,,,,,,,,,,,,,,,
50,WT2,68,22,,-13.671,166.329,164.787,-1.542,178.458,178.458,A,,,,,,,,,,,,,,,,
50,WT2,69,22,,57.265,57.265,164.787,107.522,107.522,107.522,A,,,,,,,,,,,,,,,,
50,WT2,70,23,,-94.899,85.101,164.787,79.686,79.686,79.686,P,,,,,,,,,,,,,,,,
50,WT2,71,23,,-12.875,167.125,164.787,-2.338,177.662,177.662,P,,,,,,,,,,,,,,,,
50,WT2,72,23,,-101.592,78.408,164.787,86.379,86.379,86.379,P,,,,,,,,,,,,,,,,
50,WT2,73,24,,-109.026,70.974,179.449,108.475,108.475,108.475,A,,,,,,,,,,,,,,,,
50,WT2,74,24,,-69.444,110.556,179.449,68.893,68.893,68.893,A,,,,,,,,,,,,,,,,
50,WT2,75,25,,-83.66,96.34,179.449,83.109,83.109,83.109,A,,,,,,,,,,,,,,,,
50,WT2,76,25,,-137.726,42.274,179.449,137.175,137.175,137.175,A,,,,,,,,,,,,,,,,
50,WT2,77,25,,-115.821,64.179,179.449,115.27,115.27,115.27,A,,,,,,,,,,,,,,,,
50,WT2,78,25,,-68.199,111.801,179.449,67.648,67.648,67.648,A,,,,,,,,,,,,,,,,
50,WT2,79,26,,0,0,179.449,179.449,179.449,179.449,A,,,,,,,,,,,,,,,,
50,WT2,80,26,,-122.905,57.095,179.449,122.354,122.354,122.354,A,,,,,,,,,,,,,,,,
50,WT2,81,25,,-77.735,102.265,179.449,77.184,77.184,77.184,IL-P,,,,,,,,,,,,,,,,
50,WT2,82,27,,-35.754,144.246,174.588,30.342,30.342,30.342,A,,,,,,,,,,,,,,,,
50,WT2,83,27,,-165.53,14.47,174.588,160.118,160.118,160.118,A,,,,,,,,,,,,,,,,
50,WT2,84,27,,63.435,63.435,174.588,111.153,111.153,111.153,A,,,,,,,,,,,,,,,,
50,WT2,85,28,,-48.24,131.76,174.588,42.828,42.828,42.828,A,,,,,,,,,,,,,,,,
50,WT2,86,28,,-37.694,142.306,174.588,32.282,32.282,32.282,A,,,,,,,,,,,,,,,,
50,WT2,87,29,,-146.31,33.69,174.588,140.898,140.898,140.898,A,,,,,,,,,,,,,,,,
50,WT2,88,28,,55.62,55.62,174.588,118.968,118.968,118.968,IL-A,*Spindle rotated before division,,,,,,,,,,,,,,,
50,WT2,89,27,,-45.744,134.256,174.588,40.332,40.332,40.332,P,,,,,,,,,,,,,,,,
50,WT2,90,29,,-149.534,30.466,174.588,144.122,144.122,144.122,P,,,,,,,,,,,,,,,,
50,WT2,91,28,,-25.278,154.722,174.588,19.866,19.866,19.866,A,,,,,,,,,,,,,,,,
50,WT2,92,29,,-60.945,119.055,174.588,55.533,55.533,55.533,P,ML,,,,,,,,,,,,,,,
50,WT2,93,30,,-5.315,174.685,174.588,-0.097,179.903,179.903,IL-P,,,,,,,,,,,,,,,,
50,WT2,94,30,,-19.44,160.56,174.588,14.028,14.028,14.028,P,,,,,,,,,,,,,,,,
50,WT2,95,31,,-133.668,46.332,174.588,128.256,128.256,128.256,A,ML,,,,,,,,,,,,,,,
50,WT2,96,30,,-132.51,47.49,174.588,127.098,127.098,127.098,P,*Spindle rotated before division,,,,,,,,,,,,,,,
50,WT2,97,31,,113.962,113.962,174.588,60.626,60.626,60.626,P,ML,,,,,,,,,,,,,,,
50,WT2,98,32,,-9.162,170.838,174.588,3.75,3.75,3.75,A,,,,,,,,,,,,,,,,
50,WT2,99,32,,-15.709,164.291,174.588,10.297,10.297,10.297,A,,,,,,,,,,,,,,,,
50,WT2,100,33,,-93.576,86.424,174.588,88.164,88.164,88.164,IL-A,,,,,,,,,,,,,,,,
50,WT2,101,34,,-13.627,166.373,174.588,8.215,8.215,8.215,A,,,,,,,,,,,,,,,,
50,WT2,102,35,,63.435,63.435,174.588,111.153,111.153,111.153,A,,,,,,,,,,,,,,,,
50,WT2,103,36,,-33.232,146.768,174.588,27.82,27.82,27.82,A,,,,,,,,,,,,,,,,
50,WT2,104,36,,-10.62,169.38,174.588,5.208,5.208,5.208,A,,,,,,,,,,,,,,,,
50,WT2,105,32,,-147.031,32.969,174.588,141.619,141.619,141.619,P,,,,,,,,,,,,,,,,
50,WT2,106,33,,-105.524,74.476,174.588,100.112,100.112,100.112,IL-P,,,,,,,,,,,,,,,,
50,WT2,107,33,,16.699,16.699,174.588,157.889,157.889,157.889,P,,,,,,,,,,,,,,,,
50,WT2,108,34,,139.399,139.399,174.588,35.189,35.189,35.189,P,,,,,,,,,,,,,,,,
50,WT2,109,35,,113.334,113.334,174.588,61.254,61.254,61.254,A,,,,,,,,,,,,,,,,
50,WT2,110,36,,-96.911,83.089,174.588,91.499,91.499,91.499,A,,,,,,,,,,,,,,,,
50,WT2,111,36,,-36.469,143.531,174.588,31.057,31.057,31.057,A,,,,,,,,,,,,,,,,
50,WT2,112,36,,-142.927,37.073,174.588,137.515,137.515,137.515,P,,,,,,,,,,,,,,,,
50,WT2,113,36,,-87.274,92.726,174.588,81.862,81.862,81.862,IL-P,,,,,,,,,,,,,,,,
50,WT2,114,30,,-35.91,144.09,174.588,30.498,30.498,30.498,A,,,,,,,,,,,,,,,,
50,WT2,115,30,,-14.534,165.466,174.588,9.122,9.122,9.122,A,,,,,,,,,,,,,,,,
50,WT2,116,30,,102.907,102.907,174.588,71.681,71.681,71.681,A,,,,,,,,,,,,,,,,
50,WT2,117,31,,-85.986,94.014,174.588,80.574,80.574,80.574,P,,,,,,,,,,,,,,,,
50,WT2,118,27,,-52.028,127.972,174.588,46.616,46.616,46.616,P,*Spindle rotated before division,,,,,,,,,,,,,,,
50,WT2,119,27,,-95.08,84.92,174.588,89.668,89.668,89.668,IL-P,,,,,,,,,,,,,,,,
50,WT2,120,29,,-81.027,98.973,174.588,75.615,75.615,75.615,A,,,,,,,,,,,,,,,,
50,WT2,121,29,,94.514,94.514,174.588,80.074,80.074,80.074,A,,,,,,,,,,,,,,,,
50,WT2,122,28,,-124.019,55.981,174.588,118.607,118.607,118.607,A,,,,,,,,,,,,,,,,
50,WT2,123,29,,-75.964,104.036,174.588,70.552,70.552,70.552,IL-A,,,,,,,,,,,,,,,,
50,WT2,124,35,,17.745,17.745,174.588,156.843,156.843,156.843,P,,,,,,,,,,,,,,,,
50,WT2,125,36,,-126.87,53.13,174.588,121.458,121.458,121.458,P,,,,,,,,,,,,,,,,
